ejercicio,resource_type,poverty_level,grade_level,total_donations,funding_status,date_posted,modificacion,ejercido
2014,Radio,Publicidad Turismo,366,185,Campaña,8/11/2004,3.885,153.55
2014,Cine,Publicidad Turismo,366,659,Campaña,8/11/2004,11.862,599.69
2014,Medios impresos,Publicidad Turismo,33605,447,Campaña,8/8/2004,28.608,420.18
2014,Cine,Publicidad Turismo,366,0,Aviso,8/13/2004,0,0
2014,Cine,Publicidad Turismo,366,0,Aviso,8/13/2004,0,0
2014,Cine,Publicidad Turismo,366,0,Aviso,9/6/2004,0,0
2015,Cine,Aviso Licitaciones,366,0,Aviso,7/27/2004,0,0
2015,Radio,Aviso Licitaciones,366,51,Campaña,7/27/2004,4.998,44.37
2015,Radio,Aviso Licitaciones,366,51,Campaña,7/27/2004,1.326,42.33
2015,Radio,Aviso Licitaciones,366,51,Campaña,7/27/2004,4.284,33.66
2015,Radio,Aviso Licitaciones,366,51,Campaña,7/27/2004,2.754,45.9
2015,Radio,Publicidad Turismo,366,0,Aviso,7/27/2004,0,0
2015,Medios impresos,Aviso Licitaciones,33605,394,Campaña,7/27/2004,0.788,216.7
2014,Cine,Publicidad Turismo,33605,0,Aviso,9/10/2004,0,0
2015,Medios impresos,Publicidad Turismo,366,253,Campaña,7/29/2004,22.517,131.56
2014,Medios impresos,Publicidad Turismo,366,77,Campaña,8/11/2004,6.622,43.12
2014,Medios impresos,Publicidad Turismo,33605,136,Campaña,8/12/2004,10.2,97.92
2015,Internet,Publicidad Turismo,33605,0,Aviso,8/22/2004,0,0
2014,Radio,Publicidad Turismo,33605,602,Campaña,9/12/2004,50.568,589.96
2014,Cine,Publicidad Turismo,361,214.61,Campaña,8/13/2004,1.71688,197.4412
2014,Medios impresos,Publicidad Turismo,366,0,Campaña,8/13/2004,0,0
2015,Radio,Publicidad Turismo,366,135,Campaña,7/27/2004,9.99,79.65
2014,Medios impresos,Publicidad Turismo,33605,146,Campaña,8/13/2004,10.366,134.32
2014,Radio,Publicidad Turismo,366,307,Campaña,8/13/2004,17.806,239.46
2015,Cine,Publicidad Turismo,366,0,Aviso,7/27/2004,0,0
2015,Radio,Publicidad Turismo,33605,168,Campaña,7/27/2004,7.392,115.92
2015,Radio,Publicidad Turismo,33605,193.32,Campaña,7/27/2004,0,115.992
2015,Radio,Publicidad Turismo,33605,194,Campaña,7/27/2004,5.238,128.04
2015,Radio,Publicidad Turismo,33605,193.32,Campaña,7/27/2004,16.04556,121.7916
2015,Radio,Publicidad Turismo,33605,194,Campaña,7/27/2004,16.296,153.26
2014,Medios impresos,Publicidad Turismo,33605,120,Campaña,8/13/2004,11.28,67.2
2014,Cine,Publicidad Turismo,361,313,Campaña,8/13/2004,0.939,303.61
2014,Cine,Publicidad Turismo,361,630.64,Campaña,8/13/2004,0.63064,435.1416
2014,Radio,Publicidad Turismo,361,317,Campaña,8/12/2004,18.386,158.5
2014,Cine,Publicidad Turismo,33605,0,Aviso,8/12/2004,0,0
2014,Cine,Publicidad Turismo,33605,185,Campaña,10/12/2004,13.875,164.65
2014,Radio,Publicidad Turismo,366,303,Campaña,8/15/2004,0.303,233.31
2015,Medios impresos,Aviso Licitaciones,33605,583.03,Campaña,8/3/2004,30.90059,507.2361
2014,Cine,Publicidad Turismo,361,526,Campaña,8/14/2004,37.872,399.76
2015,Radio,Aviso Licitaciones,361,319,Campaña,7/29/2004,8.932,188.21
2014,Medios impresos,Publicidad Turismo,361,65,Campaña,8/2/2004,2.405,33.8
2014,Radio,Publicidad Turismo,361,697.5,Campaña,8/15/2004,18.135,460.35
2015,Medios impresos,Publicidad Turismo,366,349,Campaña,7/28/2004,15.705,188.46
2014,Internet,Publicidad Turismo,366,195,Campaña,8/8/2004,7.605,113.1
2014,Cine,Publicidad Turismo,366,194,Campaña,8/15/2004,4.268,147.44
2015,Medios impresos,Informe 2015,33605,0,reallocated,3/22/2005,0,0
2014,Cine,Publicidad Turismo,366,206.29,Campaña,8/15/2004,5.15725,134.0885
2014,Cine,Publicidad Turismo,366,180,Campaña,8/15/2004,17.46,178.2
2015,"An?lisis, estudios y m?tricas",Publicidad Turismo,361,572,Campaña,8/2/2004,17.732,531.96
2014,Cine,Publicidad Turismo,366,187,Campaña,8/15/2004,1.496,115.94
2014,Radio,Publicidad Turismo,366,193,Campaña,8/17/2004,0.772,173.7
2014,Radio,Publicidad Turismo,366,187,Campaña,8/17/2004,7.854,143.99
2014,Radio,Publicidad Turismo,366,187,Campaña,8/17/2004,15.334,132.77
2014,Cine,Publicidad Turismo,33605,0,Aviso,8/15/2004,0,0
2015,Medios impresos,Publicidad Turismo,366,114.22,Campaña,8/1/2004,11.422,61.6788
2014,Medios impresos,Publicidad Turismo,366,567.32,Campaña,9/7/2004,55.03004,283.66
2015,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,222,Campaña,8/2/2004,4.218,111
2014,Medios impresos,Publicidad Turismo,33605,323,Campaña,8/13/2004,32.3,206.72
2014,Medios impresos,Publicidad Turismo,33605,216,Campaña,8/16/2004,5.184,142.56
2014,Cine,Publicidad Turismo,366,519,Campaña,8/2/2004,1.038,332.16
2014,Medios impresos,Publicidad Turismo,362,4848,Campaña,8/8/2004,402.384,4508.64
2015,Radio,Aviso Licitaciones,33605,280,Campaña,8/2/2004,4.76,204.4
2014,Medios impresos,Publicidad Turismo,366,59,Campaña,8/18/2004,0.354,35.99
2014,Radio,Publicidad Turismo,33605,59,Campaña,8/18/2004,5.015,36.58
2015,Radio,Publicidad Turismo,33605,358,Campaña,8/9/2004,26.85,264.92
2014,Radio,Publicidad Turismo,366,128,Campaña,8/2/2004,4.096,102.4
2014,Radio,Publicidad Turismo,366,128,Campaña,8/2/2004,7.552,65.28
2014,Medios impresos,Publicidad Turismo,33605,102,Campaña,8/13/2004,7.854,51
2014,Radio,Publicidad Turismo,366,516,Campaña,8/2/2004,44.376,340.56
2014,Medios impresos,Publicidad Turismo,366,257,Campaña,8/7/2004,7.967,197.89
2014,Medios impresos,Publicidad Turismo,366,1388,Campaña,8/11/2004,5.552,818.92
2014,Medios impresos,Publicidad Turismo,366,652,Campaña,8/2/2004,14.344,443.36
2014,Medios impresos,Publicidad Turismo,366,414,Campaña,9/13/2004,23.598,385.02
2015,Radio,Aviso Licitaciones,33605,254,Campaña,8/2/2004,12.446,162.56
2014,Radio,Publicidad Turismo,366,204,Campaña,8/18/2004,12.648,157.08
2015,Medios impresos,Aviso Licitaciones,33605,562,Campaña,8/2/2004,44.398,382.16
2015,Cine,Aviso Licitaciones,33605,522.63,Campaña,8/1/2004,43.90092,365.841
2014,Medios impresos,Publicidad Turismo,366,286,Campaña,8/24/2004,24.882,263.12
2015,Medios impresos,Publicidad Turismo,33605,196,Campaña,8/25/2004,14.7,131.32
2014,Radio,Publicidad Turismo,33605,1012,Campaña,8/18/2004,14.168,637.56
2014,Medios impresos,Publicidad Turismo,366,302,Campaña,9/10/2004,28.992,160.06
2014,Radio,Publicidad Turismo,366,134,Campaña,8/17/2004,10.72,75.04
2014,Radio,Publicidad Turismo,366,148,Campaña,8/18/2004,8.288,133.2
2015,Radio,Publicidad Turismo,361,412.56,Campaña,8/2/2004,31.76712,309.42
2014,Radio,Publicidad Turismo,366,178,Campaña,9/7/2004,9.79,156.64
2014,Cine,Publicidad Turismo,33605,775,Campaña,8/2/2004,43.4,728.5
2014,Internet,Publicidad Turismo,361,1206,Campaña,8/22/2004,89.244,916.56
2015,Medios impresos,Publicidad Turismo,33605,237,Campaña,8/2/2004,17.775,210.93
2015,Medios impresos,Publicidad Turismo,366,0,Aviso,8/3/2004,0,0
2014,Medios impresos,Publicidad Turismo,361,112,Campaña,8/19/2004,10.976,104.16
2014,Internet,Publicidad Turismo,366,189,Campaña,8/23/2004,14.553,100.17
2014,Medios impresos,Publicidad Turismo,33605,598,Campaña,8/20/2004,22.724,299
2015,Medios impresos,Publicidad Turismo,366,501.15,Campaña,8/3/2004,7.0161,330.759
2014,Radio,Publicidad Turismo,366,530,Campaña,8/2/2004,44.52,339.2
2014,Medios impresos,Publicidad Turismo,33605,67,Campaña,8/19/2004,1.474,42.21
2014,Medios impresos,Publicidad Turismo,33605,155,Campaña,8/18/2004,13.95,139.5
2014,Radio,Publicidad Turismo,366,333.68,Campaña,8/17/2004,5.33888,316.996
2015,Medios impresos,Aviso Licitaciones,361,0,Aviso,8/24/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,107,Campaña,8/19/2004,7.062,96.3
2014,Radio,Publicidad Turismo,361,281,Campaña,8/13/2004,0.281,168.6
2014,Cine,Publicidad Turismo,361,1662.04,Campaña,8/19/2004,21.60652,1512.4564
2014,Medios impresos,Publicidad Turismo,366,783.28,Campaña,8/20/2004,55.61288,783.28
2014,Medios impresos,Publicidad Turismo,362,0,Aviso,8/16/2004,0,0
2015,Medios impresos,Publicidad Turismo,366,496,Campaña,8/4/2004,34.72,411.68
2014,Cine,Publicidad Turismo,33605,269.81,Campaña,9/3/2004,5.12639,169.9803
2014,Medios impresos,Publicidad Turismo,33605,105,Campaña,8/20/2004,9.135,57.75
2014,Medios impresos,Publicidad Turismo,366,539,Campaña,8/19/2004,26.411,274.89
2015,Medios impresos,Publicidad Turismo,366,245,Campaña,8/25/2004,0.49,205.8
2015,Medios impresos,Aviso Licitaciones,361,590,Campaña,8/24/2004,43.66,578.2
2015,Medios impresos,Publicidad Turismo,366,725,Campaña,8/4/2004,17.4,493
2014,Medios impresos,Publicidad Turismo,361,0,Aviso,9/12/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,136,Campaña,9/10/2004,9.384,69.36
2014,Radio,Publicidad Turismo,361,797,Campaña,8/8/2004,2.391,597.75
2014,Medios impresos,Publicidad Turismo,366,0,Aviso,8/23/2004,0,0
2014,Radio,Publicidad Turismo,33605,1267,Campaña,8/20/2004,57.015,975.59
2014,Medios impresos,Publicidad Turismo,361,0,Aviso,9/7/2004,0,0
2015,Cine,Publicidad Turismo,366,226,Campaña,8/5/2004,6.554,183.06
2014,Cine,Publicidad Turismo,366,0,Aviso,8/23/2004,0,0
2015,Medios impresos,Publicidad Turismo,366,0,Aviso,9/20/2004,0,0
2015,Medios impresos,Publicidad Turismo,366,272,Campaña,8/9/2004,23.12,242.08
2015,Medios impresos,Aviso Licitaciones,361,624,Campaña,8/24/2004,9.984,599.04
2014,Radio,Publicidad Turismo,33605,124,Campaña,8/23/2004,1.116,69.44
2014,Radio,Publicidad Turismo,33605,246,Campaña,8/23/2004,5.412,221.4
2014,Radio,Publicidad Turismo,366,0,Aviso,9/13/2004,0,0
2014,Cine,Publicidad Turismo,361,1010.5,Campaña,9/7/2004,94.987,717.455
2015,Cine,Publicidad Turismo,366,0,Aviso,8/23/2004,0,0
2014,Cine,Publicidad Turismo,361,0,Aviso,8/23/2004,0,0
2014,Radio,Publicidad Turismo,33605,1409.55,Campaña,9/4/2004,12.68595,916.2075
2015,Medios impresos,Publicidad Turismo,366,193.32,Campaña,8/4/2004,5.21964,129.5244
2015,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,612.95,Campaña,7/31/2006,53.32665,557.7845
2015,Medios impresos,Publicidad Turismo,366,194,Campaña,8/4/2004,1.94,145.5
2015,Medios impresos,Aviso Licitaciones,366,0,Aviso,8/5/2004,0,0
2015,Medios impresos,Aviso Licitaciones,366,679.5,Campaña,8/5/2004,38.7315,618.345
2014,Radio,Publicidad Turismo,33605,538,Campaña,8/27/2004,18.83,290.52
2014,Radio,Publicidad Turismo,33605,0,Campaña,9/3/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,281,Campaña,8/13/2004,21.637,151.74
2015,Radio,Publicidad Turismo,366,272,Campaña,8/15/2004,5.712,160.48
2014,Radio,Aviso Licitaciones,366,134,Campaña,8/11/2004,7.906,123.28
2014,Medios impresos,Publicidad Turismo,33605,238,Campaña,9/7/2004,19.04,209.44
2015,Radio,Publicidad Turismo,366,622,Campaña,8/5/2004,59.09,354.54
2015,Radio,Aviso Licitaciones,361,308,Campaña,8/5/2004,25.564,184.8
2014,Medios impresos,Publicidad Turismo,366,187,Campaña,8/24/2004,18.139,158.95
2015,Medios impresos,Aviso Licitaciones,33605,437.32,Campaña,12/14/2005,27.55116,253.6456
2015,Cine,Aviso Licitaciones,362,0,Aviso,8/9/2004,0,0
2015,Radio,Informe 2015,366,394.63,Campaña,10/28/2005,28.01873,284.1336
2015,Medios impresos,Aviso Licitaciones,366,170.5,Campaña,8/9/2004,1.364,144.925
2014,Radio,Publicidad Turismo,33605,281,Campaña,8/24/2004,12.645,281
2014,Radio,Publicidad Turismo,33605,271,Campaña,8/24/2004,27.1,143.63
2014,Radio,Publicidad Turismo,33605,321,Campaña,8/23/2004,8.667,282.48
2015,"An?lisis, estudios y m?tricas",Informe 2015,33605,141,Campaña,8/10/2004,10.998,73.32
2015,Medios impresos,Publicidad Turismo,366,0,reallocated,9/13/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,181,Campaña,8/8/2004,7.964,150.23
2015,Medios impresos,Publicidad Turismo,366,451,Campaña,8/9/2004,39.688,266.09
2014,Medios impresos,Publicidad Turismo,366,244,Campaña,8/23/2004,1.464,200.08
2014,Medios impresos,Publicidad Turismo,33605,179.17,Campaña,8/23/2004,13.43775,170.2115
2014,Cine,Publicidad Turismo,366,661,Campaña,8/23/2004,53.541,535.41
2014,Medios impresos,Publicidad Turismo,361,0,Aviso,9/7/2004,0,0
2014,Medios impresos,Aviso Licitaciones,366,290,Campaña,8/27/2004,27.84,275.5
2014,Medios impresos,Aviso Licitaciones,366,454,Campaña,8/27/2004,40.86,435.84
2014,Medios impresos,Aviso Licitaciones,366,409.4,Campaña,8/27/2004,32.3426,208.794
2014,Medios impresos,Publicidad Turismo,366,193,Campaña,9/2/2004,15.826,165.98
2014,Medios impresos,Aviso Licitaciones,366,321,Campaña,8/27/2004,0,227.91
2014,Medios impresos,Aviso Licitaciones,366,0,Campaña,8/27/2004,0,0
2014,Medios impresos,Aviso Licitaciones,366,676,Campaña,8/27/2004,25.688,513.76
2014,Medios impresos,Aviso Licitaciones,366,502,Campaña,8/27/2004,18.072,376.5
2014,Medios impresos,Aviso Licitaciones,366,514,Campaña,8/27/2004,14.906,514
2014,Medios impresos,Aviso Licitaciones,366,0,Aviso,8/27/2004,0,0
2014,Medios impresos,Aviso Licitaciones,366,334,Campaña,8/27/2004,19.038,283.9
2014,Radio,Aviso Licitaciones,366,287,Campaña,8/27/2004,25.256,264.04
2014,Medios impresos,Aviso Licitaciones,366,0,Campaña,8/27/2004,0,0
2014,Medios impresos,Aviso Licitaciones,366,138,Campaña,8/27/2004,7.176,126.96
2014,Medios impresos,Publicidad Turismo,33605,285.21,Campaña,8/26/2004,20.24991,148.3092
2014,Radio,Publicidad Turismo,361,159,Campaña,8/24/2004,14.628,82.68
2015,Medios impresos,Aviso Licitaciones,33605,375.16,Campaña,9/5/2005,5.6274,187.58
2014,Medios impresos,Publicidad Turismo,361,313,Campaña,8/27/2004,17.841,278.57
2014,Medios impresos,Publicidad Turismo,33605,473.39,Campaña,8/26/2004,29.35018,355.0425
2014,Medios impresos,Publicidad Turismo,33605,400,Campaña,9/2/2004,9.6,340
2014,Medios impresos,Publicidad Turismo,33605,107,Campaña,9/2/2004,0.214,95.23
2014,Cine,Publicidad Turismo,362,2556,Campaña,9/5/2004,158.472,1993.68
2014,Medios impresos,Publicidad Turismo,33605,772,Campaña,9/21/2004,39.372,563.56
2014,Medios impresos,Publicidad Turismo,366,0,Aviso,8/19/2004,0,0
2014,Medios impresos,Aviso Licitaciones,33605,161,Campaña,8/23/2004,7.406,112.7
2014,Medios impresos,Publicidad Turismo,33605,53,Campaña,8/30/2004,5.035,29.15
2014,Medios impresos,Publicidad Turismo,366,114,Campaña,8/11/2004,7.752,57
2014,Radio,Publicidad Turismo,33605,130,Campaña,8/23/2004,6.76,66.3
2015,Radio,Informe 2015,361,224,Campaña,8/11/2004,15.68,224
2014,Radio,Publicidad Turismo,33605,444.39,Campaña,12/20/2004,21.33072,359.9559
2014,Medios impresos,Publicidad Turismo,33605,200,Campaña,8/27/2004,0.6,174
2015,Medios impresos,Aviso Licitaciones,33605,340,Campaña,8/24/2004,22.1,323
2014,Medios impresos,Publicidad Turismo,366,374,Campaña,9/2/2004,14.212,287.98
2015,Internet,Aviso Licitaciones,33605,0,Aviso,12/27/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,800.32,Campaña,8/8/2005,37.61504,640.256
2015,Cine,Aviso Licitaciones,361,118,Campaña,8/9/2004,4.484,115.64
2014,Medios impresos,Aviso Licitaciones,33605,636.04,Campaña,8/27/2004,0,623.3192
2014,Radio,Aviso Licitaciones,33605,89,Campaña,9/2/2004,7.654,49.84
2015,Medios impresos,Publicidad Turismo,366,304.59,Campaña,8/31/2004,22.84425,222.3507
2014,Medios impresos,Aviso Licitaciones,33605,196,Campaña,9/2/2004,5.684,190.12
2014,Radio,Publicidad Turismo,366,336,Campaña,9/3/2004,0,292.32
2014,Radio,Informe 2015,361,280,Campaña,9/7/2004,8.68,162.4
2014,Medios impresos,Publicidad Turismo,33605,0,Aviso,9/2/2004,0,0
2014,Radio,Publicidad Turismo,366,224,Campaña,9/5/2004,21.504,120.96
2015,Medios impresos,Aviso Licitaciones,366,0,Aviso,8/12/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,615,Campaña,9/3/2004,54.12,559.65
2014,Medios impresos,Publicidad Turismo,33605,177,Campaña,9/4/2004,15.399,100.89
2014,Medios impresos,Publicidad Turismo,33605,209,Campaña,8/25/2004,20.9,104.5
2015,Medios impresos,Publicidad Turismo,362,0,Campaña,8/11/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,544,Campaña,9/5/2004,26.656,446.08
2014,Medios impresos,Publicidad Turismo,361,167,Campaña,9/2/2004,3.841,141.95
2014,Cine,Publicidad Turismo,366,519.8,Campaña,9/2/2004,24.4306,348.266
2014,Radio,Publicidad Turismo,33605,180,Campaña,9/4/2004,1.8,106.2
2014,Medios impresos,Publicidad Turismo,33605,180,Campaña,9/4/2004,13.5,102.6
2014,Medios impresos,Publicidad Turismo,366,98,Campaña,9/4/2004,2.646,56.84
2015,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,146,Campaña,8/12/2004,8.322,115.34
2015,Medios impresos,Aviso Licitaciones,33605,74,Campaña,8/12/2004,5.106,46.62
2014,Cine,Informe 2014,362,0,Aviso,9/4/2004,0,0
2014,Radio,Publicidad Turismo,366,98,Campaña,9/4/2004,0.784,79.38
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,0,Campaña,9/6/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,0,Aviso,8/14/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,0,Aviso,8/14/2004,0,0
2014,Cine,Publicidad Turismo,361,2593,Campaña,9/5/2004,10.372,1503.94
2015,Medios impresos,Aviso Licitaciones,362,580.93,Campaña,8/23/2004,47.05533,377.6045
2015,Medios impresos,Aviso Licitaciones,366,160,Campaña,8/24/2004,15.2,89.6
2014,Medios impresos,Publicidad Turismo,33605,511.58,Campaña,9/9/2004,26.09058,455.3062
2015,Medios impresos,Publicidad Turismo,33605,150.88,Campaña,8/12/2004,2.86672,95.0544
2015,Medios impresos,Publicidad Turismo,33605,144,Campaña,8/12/2004,13.824,76.32
2014,Radio,Publicidad Turismo,33605,753,Campaña,9/5/2004,27.108,715.35
2014,Cine,Publicidad Turismo,366,401,Campaña,9/5/2004,37.694,344.86
2014,Cine,Publicidad Turismo,366,1173,Campaña,9/15/2004,29.325,1173
2015,Radio,Aviso Licitaciones,33605,154,Campaña,8/12/2004,5.544,124.74
2014,Medios impresos,Publicidad Turismo,361,0,Aviso,9/5/2004,0,0
2016,Medios impresos,Publicidad Turismo,33605,0,Aviso,12/19/2005,0,0
2015,Medios impresos,Aviso Licitaciones,33605,0,Campaña,12/28/2004,0,0
2014,Medios impresos,Publicidad Turismo,361,436,Campaña,9/8/2004,3.488,414.2
2014,Medios impresos,Publicidad Turismo,362,87,Campaña,8/14/2004,2.61,67.86
2014,Medios impresos,Publicidad Turismo,361,0,Aviso,8/25/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,300,Campaña,9/5/2004,2.4,285
2014,Cine,Publicidad Turismo,366,48,Campaña,9/5/2004,3.648,27.36
2014,Cine,Publicidad Turismo,366,48,Campaña,9/5/2004,3.216,35.52
2014,Radio,Publicidad Turismo,33605,227,Campaña,9/5/2004,7.037,179.33
2015,Medios impresos,Aviso Licitaciones,366,293,Campaña,8/23/2004,6.446,216.82
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,313,Campaña,9/6/2004,24.414,259.79
2014,Radio,Publicidad Turismo,33605,301,Campaña,9/5/2004,1.505,261.87
2014,Medios impresos,Publicidad Turismo,366,184,Campaña,9/5/2004,9.2,150.88
2014,Medios impresos,Publicidad Turismo,361,465,Campaña,9/7/2004,15.81,288.3
2014,Radio,Publicidad Turismo,33605,1571.28,Campaña,9/3/2004,117.846,785.64
2014,Medios impresos,Publicidad Turismo,366,394.29,Campaña,9/7/2004,17.74305,358.8039
2015,Medios impresos,Publicidad Turismo,33605,269,Campaña,8/13/2004,11.567,252.86
2015,Radio,Publicidad Turismo,33605,251,Campaña,8/13/2004,3.263,160.64
2015,Medios impresos,Publicidad Turismo,33605,340,Campaña,8/13/2004,29.92,268.6
2015,Radio,Publicidad Turismo,33605,354.71,Campaña,8/23/2004,19.50905,216.3731
2014,Radio,Informe 2014,362,371,Campaña,9/12/2004,6.307,267.12
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,317,Campaña,9/6/2004,21.556,301.15
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,119,Campaña,9/12/2004,5.95,79.73
2015,Radio,Publicidad Turismo,33605,267,Campaña,8/13/2004,18.423,160.2
2015,Radio,Publicidad Turismo,33605,267,Campaña,8/13/2004,23.496,152.19
2014,Medios impresos,Publicidad Turismo,33605,604,Campaña,9/7/2004,27.18,422.8
2014,Medios impresos,Publicidad Turismo,33605,969,Campaña,9/13/2004,3.876,532.95
2014,Radio,Publicidad Turismo,33605,153,Campaña,9/6/2004,12.393,143.82
2014,Medios impresos,Publicidad Turismo,33605,1009,Campaña,9/13/2004,70.63,696.21
2015,Radio,Publicidad Turismo,33605,0,Aviso,8/19/2004,0,0
2015,Radio,Publicidad Turismo,33605,161,Campaña,8/23/2004,0.805,141.68
2014,"An?lisis, estudios y m?tricas",Aviso Licitaciones,33605,244,Campaña,9/6/2004,2.684,139.08
2015,Medios impresos,Publicidad Turismo,33605,762,Campaña,10/3/2004,55.626,541.02
2014,Cine,Publicidad Turismo,33605,0,reallocated,2/26/2005,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,115,Campaña,9/5/2004,4.83,98.9
2015,Radio,Publicidad Turismo,33605,201.34,Campaña,8/15/2004,18.32194,126.8442
2015,Radio,Publicidad Turismo,33605,445.01,Campaña,8/24/2004,10.23523,338.2076
2015,Medios impresos,Publicidad Turismo,366,0,Campaña,8/25/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,425,Campaña,9/6/2004,24.65,369.75
2014,Medios impresos,Publicidad Turismo,361,307,Campaña,9/10/2004,16.578,168.85
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,202,Campaña,9/12/2004,8.08,135.34
2014,Radio,Publicidad Turismo,366,180,Campaña,8/30/2004,6.3,126
2014,Medios impresos,Publicidad Turismo,366,220,Campaña,9/9/2004,13.2,204.6
2014,Radio,Publicidad Turismo,366,336,Campaña,9/9/2004,30.24,336
2014,Cine,Publicidad Turismo,33605,269,Campaña,9/7/2004,18.561,223.27
2014,Radio,Publicidad Turismo,362,471,Campaña,9/12/2004,16.014,442.74
2015,Medios impresos,Publicidad Turismo,33605,282,Campaña,8/25/2004,9.87,253.8
2014,Medios impresos,Publicidad Turismo,366,279.45,Campaña,9/8/2004,3.07395,212.382
2014,Medios impresos,Publicidad Turismo,366,326,Campaña,9/8/2004,15.648,185.82
2014,Medios impresos,Publicidad Turismo,366,298,Campaña,9/8/2004,6.556,205.62
2014,Medios impresos,Publicidad Turismo,366,311,Campaña,9/8/2004,20.837,270.57
2014,Cine,Aviso Licitaciones,33605,505,Campaña,9/13/2004,33.33,398.95
2014,Medios impresos,Publicidad Turismo,33605,107,Campaña,9/5/2004,9.737,67.41
2015,Cine,Aviso Licitaciones,362,0,reallocated,8/24/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,219.09,Campaña,9/9/2004,7.44906,197.181
2015,Radio,Publicidad Turismo,33605,0,Aviso,8/24/2004,0,0
2015,Medios impresos,Publicidad Turismo,33605,0,Aviso,8/24/2004,0,0
2015,Medios impresos,Publicidad Turismo,33605,265,Campaña,8/24/2004,10.335,251.75
2015,Medios impresos,Publicidad Turismo,33605,142,Campaña,8/24/2004,8.378,92.3
2015,Medios impresos,Publicidad Turismo,33605,142,Campaña,8/24/2004,4.402,132.06
2015,Medios impresos,Publicidad Turismo,33605,134,Campaña,8/24/2004,10.72,108.54
2015,Medios impresos,Publicidad Turismo,33605,0,Aviso,8/30/2004,0,0
2014,Cine,Publicidad Turismo,33605,270,Campaña,9/9/2004,11.34,135
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,329,Campaña,9/9/2004,17.108,167.79
2015,Medios impresos,Publicidad Turismo,33605,151,Campaña,8/24/2004,12.08,128.35
2014,Radio,Informe 2014,362,898,Campaña,9/9/2004,76.33,772.28
2015,Radio,Publicidad Turismo,366,654,Campaña,8/24/2004,28.122,425.1
2014,Radio,Publicidad Turismo,366,159,Campaña,9/5/2004,0.318,96.99
2014,Cine,Publicidad Turismo,366,0,Aviso,9/9/2004,0,0
2015,Radio,Publicidad Turismo,362,0,Aviso,11/18/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,9/9/2004,0,0
2015,Medios impresos,Aviso Licitaciones,366,183,Campaña,8/26/2004,7.503,177.51
2014,Medios impresos,Publicidad Turismo,366,64,Campaña,9/5/2004,2.24,46.08
2015,Medios impresos,Aviso Licitaciones,366,177,Campaña,8/25/2004,2.832,104.43
2014,Radio,Publicidad Turismo,33605,111,Campaña,8/22/2004,3.441,106.56
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,135,Campaña,9/6/2004,0.54,72.9
2015,Medios impresos,Aviso Licitaciones,361,0,Aviso,9/3/2006,0,0
2014,Radio,Publicidad Turismo,366,183,Campaña,8/16/2004,12.078,155.55
2014,Medios impresos,Publicidad Turismo,366,33,Campaña,9/5/2004,0.495,26.73
2014,Radio,Publicidad Turismo,366,0,Aviso,8/16/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,239,Campaña,8/16/2004,21.271,129.06
2014,Medios impresos,Publicidad Turismo,366,28,Campaña,9/5/2004,2.296,18.76
2014,Radio,Publicidad Turismo,33605,28,Campaña,8/18/2004,1.82,24.92
2014,Medios impresos,Publicidad Turismo,33605,90,Campaña,9/5/2004,7.2,61.2
2014,Cine,Publicidad Turismo,33605,0,Aviso,9/10/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,305,Campaña,9/10/2004,30.195,237.9
2014,Radio,Publicidad Turismo,366,315,Campaña,9/9/2004,18.27,280.35
2015,Radio,Informe 2015,33605,145,Campaña,8/24/2004,8.555,134.85
2015,Cine,Aviso Licitaciones,362,149,Campaña,8/24/2004,5.513,108.77
2014,Medios impresos,Publicidad Turismo,33605,1928.9,Campaña,9/13/2004,30.8624,1022.317
2015,Cine,Aviso Licitaciones,361,668,Campaña,8/24/2004,60.12,567.8
